,BOX_OFFICE,BOX_OFFICE(prob),DATE,HOST_LAMIGO桃猿,HOST_中信兄弟,HOST_富邦悍將,HOST_統一7-ELEVEn獅,CLIENT_LAMIGO桃猿,CLIENT_中信兄弟,CLIENT_富邦悍將,CLIENT_統一7-ELEVEn獅,Fri,Sat,Sun,Thu,Tue,Wed,client_wins,host_wins,Previous_相對溼度(%),Previous_降水量(mm),Previous_CLIENT_HR,Previous_CLIENT_ERR,Previous_HOST_HR,Previous_HOST_ERR,Previous_CLIENT_SCORE,Previous_HOST_PA,Previous_HOST_3B,Previous_HOST_TB,Previous_HOST_SAC,Previous_HOST_DP,Previous_HOST_PB,Previous_CLIENT_PA,Previous_CLIENT_3B,Stadium
263,3028,0.25233333333333335,2018-04-11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5454545454545454,0.4419607864919917,69.23,0.0,0,0,1,0,1,44,0,23,1,0,0,32,0,台南
264,3016,0.25133333333333335,2018-04-12,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.5,0.4428801559108764,70.04,0.0,1,0,2,0,2,34,1,17,0,0,0,30,0,台南
265,3508,0.29233333333333333,2018-04-13,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6923076923076923,0.4531014958990841,76.04,0.0,0,3,3,2,7,40,0,23,1,0,0,34,1,台南
266,3688,0.1844,2018-04-13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4615384615384616,0.2307692307692308,78.12,0.0,0,0,0,0,6,35,0,10,0,0,0,39,0,洲際
267,7028,0.5856666666666667,2018-04-14,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.7142857142857143,0.453009353625675,71.83,0.0,1,1,0,1,2,51,0,30,1,0,0,29,0,台南
268,6333,0.31665,2018-04-14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.4285714285714285,0.2857142857142857,76.71,0.0,1,1,1,1,9,30,0,8,0,0,0,45,0,洲際
269,4126,0.3438333333333333,2018-04-15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.7333333333333333,0.4606196753242618,75.71,0.0,2,2,1,3,11,32,0,9,0,0,0,41,0,台南
270,4305,0.21525,2018-04-15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.4666666666666667,0.2666666666666667,74.75,0.0,2,0,0,0,8,42,0,16,0,0,0,40,0,洲際
271,3025,0.24897119341563786,2018-04-17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.4794055724821671,0.5,78.17,0.06,0,0,1,2,12,37,0,11,0,0,0,37,1,新莊
272,2097,0.10485,2018-04-18,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.75,0.25,78.29,0.62,1,2,1,0,5,36,0,7,0,0,0,45,1,洲際
273,2215,0.11075,2018-04-19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.7647058823529411,0.2352941176470588,64.42,0.0,1,1,0,0,5,26,0,3,0,0,0,45,0,洲際
274,3386,0.27868312757201646,2018-04-19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.4849422689105518,0.4705882352941176,73.83,0.0,1,2,2,0,6,40,0,14,1,0,0,41,1,新莊
275,5357,0.26785,2018-04-20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.4996676984155211,0.7777777777777778,73.79,0.0,1,2,1,2,10,43,0,17,1,0,0,41,0,桃園
276,6936,0.5708641975308641,2018-04-20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.2222222222222222,0.4444444444444444,72.33,0.0,1,0,1,2,4,50,0,19,0,0,0,45,1,新莊
277,11712,0.9639506172839506,2018-04-21,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.2105263157894737,0.4736842105263158,62.5,0.0,1,1,1,0,2,36,0,16,1,0,0,35,0,新莊
278,11804,0.5902,2018-04-21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5038804587582588,0.7894736842105263,68.17,0.0,3,0,0,1,15,34,0,11,0,0,0,53,0,桃園
279,7889,0.39445,2018-04-22,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5163675952406357,0.8,67.67,0.0,0,2,0,0,0,27,0,4,1,0,0,32,0,桃園
280,7824,0.6439506172839506,2018-04-22,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.25,0.45,80.43,0.0,2,0,1,1,14,49,0,24,1,0,0,47,0,新莊
281,4208,0.765090909090909,2018-04-24,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.2380952380952381,0.5271528117938027,80.09,0.0,0,2,0,2,5,36,0,14,0,0,0,38,0,花蓮
282,3149,0.15745,2018-04-25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4761904761904762,0.7619047619047619,75.71,0.0,0,2,2,1,2,48,0,22,0,0,0,40,0,桃園
283,4738,0.8614545454545455,2018-04-26,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.2272727272727273,0.5291653463226558,71.42,0.0,0,0,3,2,7,36,0,24,0,0,0,38,0,花蓮
284,3747,0.18735,2018-04-26,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4545454545454545,0.7727272727272727,69.71,0.0,2,0,1,0,9,39,0,11,0,0,0,39,1,桃園
285,5061,0.25305,2018-04-27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2608695652173913,0.7391304347826086,70.88,0.0,3,0,1,4,14,39,0,23,0,0,0,44,0,桃園
286,4595,0.8354545454545454,2018-04-27,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.4782608695652174,0.5380013906650266,80.04,0.0,2,0,1,0,5,39,0,21,0,0,0,35,0,花蓮
287,5167,0.9394545454545454,2018-04-28,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.4583333333333333,0.5396456989178335,72.62,0.0,1,0,1,0,4,39,1,19,0,0,0,38,1,花蓮
288,11004,0.5502,2018-04-28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25,0.75,74.21,0.03,3,3,0,1,6,31,0,9,0,0,0,29,0,桃園
289,4615,0.8390909090909091,2018-04-29,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.44,0.546948759850009,78.71,0.05,0,0,2,2,1,30,1,18,0,0,0,27,0,花蓮
290,7915,0.39575,2018-04-29,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.24,0.76,73.83,0.0,2,1,3,0,3,30,0,18,0,0,0,30,0,桃園
291,3235,0.26958333333333334,2018-05-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.7692307692307693,0.5408695340438121,83.17,0.0,1,1,0,0,4,40,0,10,1,0,0,41,0,台南
292,3098,0.1549,2018-05-02,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.4230769230769231,0.2307692307692308,75.29,0.0,1,1,1,0,5,37,0,12,0,0,0,37,0,洲際
293,3140,0.157,2018-05-03,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4074074074074074,0.2592592592592592,67.17,0.0,0,0,1,2,0,29,0,9,0,0,0,31,0,洲際
294,3035,0.2529166666666667,2018-05-03,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.7407407407407407,0.537496631707172,72.04,0.0,0,0,0,1,1,31,0,5,0,0,0,32,0,台南
295,3203,0.16015,2018-05-04,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5324881903595088,0.25,58.71,0.0,0,2,0,0,5,39,1,19,1,0,0,35,1,洲際
296,5657,0.46559670781893003,2018-05-04,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.7142857142857143,0.4285714285714285,71.17,0.0,0,2,1,1,4,37,1,15,1,0,0,38,0,新莊
297,7594,0.3797,2018-05-05,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5276400421364875,0.2758620689655172,66.08,0.0,1,3,3,1,4,35,0,19,2,0,0,32,0,洲際
298,9288,0.7644444444444445,2018-05-05,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.6896551724137931,0.4482758620689655,72.33,0.02,2,1,2,0,4,35,1,18,0,0,0,31,0,新莊
299,6322,0.5203292181069958,2018-05-06,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.6666666666666666,0.4666666666666667,64.58,0.0,3,0,1,3,9,39,0,19,1,0,1,40,1,新莊
300,5316,0.2658,2018-05-06,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.5250179751321945,0.3,64.46,0.0,2,2,0,0,4,44,0,12,0,0,0,37,0,洲際
301,3675,0.18375,2018-05-09,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2903225806451613,0.6774193548387096,69.46,0.0,0,2,0,0,5,32,0,7,1,0,0,37,0,桃園
302,3118,0.25983333333333336,2018-05-10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4516129032258064,0.5226706506926674,72.88,0.0,0,0,0,0,2,27,0,8,1,0,0,40,1,台南
303,7014,0.3507,2018-05-11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4375,0.65625,71.04,0.0,1,1,2,0,3,40,0,21,1,0,0,37,0,桃園
304,3680,0.30666666666666664,2018-05-11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.3125,0.5238371928585215,73.62,0.0,0,1,0,0,1,40,1,20,0,0,1,35,0,台南
305,14016,0.7008,2018-05-12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4545454545454545,0.6363636363636364,73.96,0.0,0,2,0,2,3,36,0,13,0,0,2,39,1,桃園
306,5490,0.4575,2018-05-12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.303030303030303,0.5217138913128014,77.54,0.0,0,0,0,2,10,38,0,14,1,0,0,38,1,台南
307,4056,0.338,2018-05-13,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.2941176470588235,0.5226232350667592,80.96,0.0,0,0,0,0,3,26,0,10,0,0,1,34,1,台南
308,8055,0.40275,2018-05-13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4411764705882353,0.6470588235294118,71.17,0.0,1,0,1,1,3,37,0,11,0,0,0,37,0,桃園
309,4119,0.33901234567901234,2018-05-15,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.2857142857142857,0.4285714285714285,80.33,0.0,0,1,5,0,2,37,1,26,0,0,0,30,0,新莊
310,3896,0.1948,2018-05-16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5207483185484453,0.6571428571428571,72.96,0.0,2,1,1,2,8,33,0,18,0,0,0,39,0,桃園
311,4075,0.33539094650205764,2018-05-17,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.2777777777777778,0.4444444444444444,84.21,0.0,0,0,2,0,2,50,2,33,1,0,0,38,0,新莊
312,4589,0.22945,2018-05-17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5214346026291703,0.6666666666666666,74.62,0.0,2,4,1,2,10,33,0,9,0,0,0,45,0,桃園
313,4162,0.4162,2018-05-18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.6756756756756757,0.2972972972972973,69.21,0.0,0,1,0,2,16,31,0,7,0,0,0,51,0,天母
314,5603,0.4611522633744856,2018-05-18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5267457949351041,0.4324324324324325,84.58,0.0,2,1,0,2,5,36,1,14,0,0,0,35,0,新莊
315,10000,1.0,2018-05-19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6842105263157895,0.2894736842105263,70.62,0.0,2,0,1,3,12,45,1,24,0,0,0,44,0,天母
316,8033,0.6611522633744856,2018-05-19,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.5273914858916027,0.4210526315789473,72.33,0.0,0,0,1,0,2,45,1,25,0,0,0,31,0,新莊
317,7082,0.7082,2018-05-20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6666666666666666,0.3076923076923077,71.42,0.0,1,1,0,2,6,34,1,12,0,0,0,43,1,天母
318,5222,0.42979423868312755,2018-05-20,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.5320445441890916,0.4102564102564102,75.33,0.0,3,2,1,1,9,40,0,16,1,0,0,42,1,新莊
319,2822,0.1411,2018-05-22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5323510255210733,0.325,67.92,0.0,1,1,2,0,4,41,1,23,0,0,0,40,0,洲際
320,4015,0.3304526748971193,2018-05-23,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.65,0.4,66.83,0.0,1,1,1,2,4,35,0,9,1,0,0,37,0,新莊
321,3113,0.15565,2018-05-24,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.5324766102644617,0.3170731707317073,71.46,0.0,1,1,1,0,3,34,0,11,0,0,0,29,0,洲際
322,3575,0.294238683127572,2018-05-24,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.6585365853658537,0.3902439024390244,69.25,0.0,1,1,1,0,4,35,0,13,1,0,0,36,0,新莊
323,4080,0.34,2018-05-25,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6666666666666666,0.5364652624010221,66.58,0.0,1,2,0,1,8,42,0,19,0,0,0,39,0,台南
324,4331,0.21655,2018-05-25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.3809523809523809,0.3333333333333333,67.0,0.0,0,1,2,1,11,39,0,20,0,0,0,40,0,洲際
325,6690,0.5575,2018-05-26,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6511627906976745,0.5403545284778286,67.83,0.0,1,1,1,2,12,36,0,9,0,0,0,43,0,台南
326,8083,0.40415,2018-05-26,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.3953488372093023,0.3255813953488372,67.0,0.0,0,5,1,0,0,35,2,17,0,0,0,28,0,洲際
327,5048,0.4206666666666667,2018-05-27,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.6363636363636364,0.5401388391381249,64.58,0.0,3,1,1,3,7,39,0,15,0,0,0,37,0,台南
328,4552,0.2276,2018-05-27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.4090909090909091,0.3181818181818182,68.21,0.0,1,0,1,1,5,37,0,15,0,0,0,33,0,洲際
329,4034,0.2017,2018-05-29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4222222222222222,0.6444444444444445,71.62,0.0,2,1,0,0,9,39,0,13,0,0,0,37,0,桃園
330,3318,0.2765,2018-05-30,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.3111111111111111,0.5438539110055162,80.42,0.0,1,0,0,0,4,31,0,13,0,0,0,32,0,台南
331,4017,0.33475,2018-05-31,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.3260869565217391,0.5434307878076232,69.71,0.0,3,2,0,2,8,42,0,15,1,0,0,43,0,台南
332,4023,0.20115,2018-05-31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4130434782608696,0.6521739130434783,68.33,0.0,1,2,1,2,3,39,0,14,0,0,0,41,0,桃園
333,6915,0.34575,2018-06-01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5469927577158434,0.6382978723404256,79.67,0.0,1,3,1,0,6,38,0,16,1,0,0,36,0,桃園
334,6543,0.5385185185185185,2018-06-01,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.3191489361702128,0.425531914893617,86.71,0.17,2,0,1,3,5,39,0,15,0,0,0,42,0,新莊
335,10132,0.8339094650205762,2018-06-02,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.3125,0.4375,75.88,0.02,0,2,1,1,3,39,0,16,0,0,1,39,0,新莊
336,14834,0.7417,2018-06-02,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5502300117713665,0.625,70.83,0.0,0,3,0,1,2,37,0,9,4,0,0,30,0,桃園
337,5681,0.46757201646090535,2018-06-03,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.3061224489795918,0.4489795918367347,77.08,0.0,1,1,2,0,9,45,0,24,0,0,0,41,0,新莊
338,10183,0.50915,2018-06-03,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5471149168667628,0.6326530612244898,77.08,0.0,1,0,0,0,3,35,0,8,1,0,0,40,0,桃園
339,2868,0.1434,2018-06-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.64,0.32,84.08,0.0,1,0,1,0,2,46,0,26,1,0,0,34,0,洲際
340,2953,0.14765,2018-06-07,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.6274509803921569,0.3333333333333333,68.04,0.0,1,0,0,2,4,38,0,17,1,0,0,39,0,洲際
341,3018,0.24839506172839507,2018-06-07,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.5456052114564816,0.44,74.75,0.0,2,1,2,0,9,40,0,22,0,0,0,42,0,新莊
342,5479,0.45094650205761316,2018-06-08,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.6346153846153846,0.4509803921568628,69.33,0.0,2,1,1,3,10,42,0,14,0,0,1,50,0,新莊
343,3092,0.1546,2018-06-08,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5428435779918821,0.3269230769230769,72.33,0.0,0,2,0,1,2,38,0,9,3,0,0,33,0,洲際
344,6836,0.3418,2018-06-09,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5403228304513141,0.3207547169811321,72.29,0.0,0,1,0,2,4,39,1,15,1,0,0,37,0,洲際
345,8502,0.6997530864197531,2018-06-09,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.6226415094339622,0.4615384615384616,72.83,0.0,0,1,1,2,1,34,1,14,1,0,0,29,0,新莊
346,4545,0.22725,2018-06-10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.5390206824271786,0.3333333333333333,74.12,0.0,0,0,2,0,0,46,1,27,1,0,0,28,0,洲際
347,5058,0.4162962962962963,2018-06-10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.6111111111111112,0.4716981132075472,71.33,0.0,2,0,2,2,8,42,0,23,0,0,0,35,0,新莊
348,2949,0.14745,2018-06-12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.462962962962963,0.3272727272727273,78.42,0.0,2,0,0,1,12,31,0,5,0,0,0,36,0,洲際
349,3680,0.184,2018-06-13,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6181818181818182,0.537795474893519,63.29,0.0,2,4,1,2,4,41,0,17,1,0,0,32,0,澄清湖
350,2870,0.1435,2018-06-14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4545454545454545,0.3392857142857143,65.62,0.0,2,1,0,2,6,33,0,7,1,0,0,34,0,洲際
351,3208,0.1604,2018-06-15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.4464285714285715,0.5354169525170195,71.5,0.04,1,1,1,0,1,29,0,11,0,0,0,35,0,澄清湖
352,11769,0.58845,2018-06-16,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3508771929824561,0.625,84.79,3.94,1,0,0,2,12,33,0,6,0,0,0,43,1,桃園
353,14889,0.74445,2018-06-17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3448275862068966,0.631578947368421,82.79,0.04,1,1,2,3,6,44,0,21,0,0,0,51,0,桃園
354,4207,0.21035,2018-06-19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3389830508474576,0.6379310344827587,70.42,0.0,2,0,1,0,3,35,0,18,0,0,0,35,0,桃園
355,3150,0.25925925925925924,2018-06-19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5351903510922026,0.456140350877193,88.04,0.21,0,0,0,0,1,32,1,9,0,0,0,30,1,新莊
356,3069,0.15345,2018-06-21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.6440677966101694,0.5381614932580491,78.04,0.0,3,1,3,3,5,37,0,24,0,0,0,45,0,澄清湖
357,4039,0.20195,2018-06-23,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.4655172413793103,0.5408936953308955,86.21,0.62,0,3,0,1,0,33,0,13,2,0,0,27,0,澄清湖
358,3688,0.1844,2018-06-24,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.4576271186440678,0.540676681641227,77.67,0.0,1,0,3,3,9,48,0,23,0,0,0,47,0,澄清湖
359,3709,0.18545,2018-07-12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.45,0.6333333333333333,74.17,0.0,1,2,1,0,2,35,0,16,0,0,0,29,0,桃園
360,3278,0.2697942386831276,2018-07-12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0.5433320702805399,86.58,0.54,1,3,1,1,3,36,0,11,1,0,1,41,0,新莊
361,3028,0.24921810699588479,2018-07-13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.4426229508196721,0.5459544413135917,80.21,0.0,1,0,0,0,5,30,0,13,1,0,0,37,0,新莊
362,7134,0.3567,2018-07-13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.360655737704918,0.639344262295082,68.38,0.0,0,2,0,2,0,47,0,6,0,0,0,47,0,桃園
363,6022,0.49563786008230454,2018-07-14,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.4516129032258064,0.5455716635863116,68.42,0.0,2,0,1,3,10,28,0,10,0,0,0,43,0,新莊
364,11068,0.5534,2018-07-14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3548387096774194,0.6451612903225806,60.0,0.0,1,0,0,0,3,32,0,6,0,0,0,32,0,桃園
365,6848,0.3424,2018-07-15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3650793650793651,0.6349206349206349,57.88,0.0,0,1,0,2,8,33,1,12,1,0,0,36,0,桃園
366,4228,0.3479835390946502,2018-07-15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.4603174603174603,0.5452843757114896,64.88,0.0,2,0,0,0,5,32,0,8,2,0,0,43,0,新莊
367,3384,0.1692,2018-07-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.46875,0.359375,58.38,0.0,0,1,1,0,7,41,0,15,1,0,0,40,0,洲際
368,3032,0.1516,2018-07-18,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.640625,0.5476338725583889,72.75,0.0,2,0,1,2,6,42,0,20,0,0,0,30,0,澄清湖
369,3341,0.16705,2018-07-19,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4615384615384616,0.3692307692307693,73.38,0.0,1,1,1,0,4,37,0,17,2,0,0,28,0,洲際
370,8622,0.7096296296296296,2018-07-20,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.6307692307692307,0.4545454545454545,68.92,0.02,0,2,1,1,4,33,0,12,0,0,0,34,0,新莊
371,3337,0.16685,2018-07-20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5455632511076578,0.3787878787878788,67.92,0.0,2,0,1,1,7,35,0,17,0,0,0,35,0,洲際
372,8027,0.40135,2018-07-21,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5452022795823112,0.373134328358209,74.46,0.0,3,3,1,0,5,42,0,15,1,0,0,32,1,洲際
373,3643,0.2998353909465021,2018-07-22,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.6363636363636364,0.4477611940298508,73.08,0.0,1,1,0,0,2,33,0,9,0,0,0,34,0,新莊
374,2883,0.23728395061728394,2018-07-24,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5433239595692868,0.4411764705882353,76.75,0.33,1,0,0,2,10,27,0,1,0,0,0,35,0,新莊
375,3278,0.1639,2018-07-25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.6417910447761194,0.3823529411764706,76.38,0.0,0,2,0,1,6,31,0,8,0,0,0,36,1,洲際
376,3201,0.16005,2018-07-26,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.6323529411764706,0.391304347826087,72.08,0.0,1,0,1,4,11,38,0,18,0,0,0,40,1,洲際
377,3072,0.2528395061728395,2018-07-26,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.5429240341676512,0.4347826086956522,78.08,0.0,0,2,0,0,3,34,0,10,0,0,0,31,0,新莊
378,6316,0.3158,2018-07-27,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5410685208756748,0.6376811594202898,73.25,0.04,0,2,0,1,0,27,0,8,0,0,0,32,0,桃園
379,8840,0.7275720164609053,2018-07-27,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.3857142857142857,0.4285714285714285,75.96,0.0,4,0,1,1,15,40,0,15,0,0,0,42,0,新莊
380,8048,0.6623868312757202,2018-07-28,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.3802816901408451,0.4366197183098591,80.25,0.0,1,2,2,1,3,36,0,21,1,0,0,36,0,新莊
381,11114,0.5557,2018-07-28,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5401686833757458,0.6428571428571429,70.38,0.0,2,0,1,0,6,25,1,13,0,0,0,43,0,桃園
382,5507,0.45325102880658436,2018-07-29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.3888888888888889,0.4305555555555556,78.33,0.0,0,0,0,0,3,37,0,6,1,0,0,33,1,新莊
383,6513,0.32565,2018-07-29,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5393257800147132,0.6338028169014085,66.96,0.0,0,0,0,1,3,33,1,10,0,0,0,36,0,桃園
384,4637,0.23185,2018-07-31,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3972602739726027,0.6388888888888888,74.29,0.0,2,0,0,2,5,34,0,18,0,0,0,33,0,桃園
385,4033,0.33608333333333335,2018-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.4246575342465753,0.5375368985671405,74.79,0.0,0,3,0,5,7,36,0,13,1,0,0,42,0,台南
386,5117,0.25585,2018-08-02,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4054054054054054,0.6301369863013698,71.71,0.0,0,1,1,0,3,34,0,13,0,0,0,34,1,桃園
387,3035,0.2529166666666667,2018-08-02,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4189189189189189,0.5357384479018371,75.08,0.0,4,1,0,5,15,31,0,13,0,0,0,52,0,台南
388,4062,0.3385,2018-08-03,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6216216216216216,0.5350060028571665,76.67,0.23,2,1,0,2,9,42,1,12,0,0,1,44,0,台南
389,3584,0.1792,2018-08-03,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4266666666666667,0.4133333333333333,76.83,0.61,1,1,1,3,8,32,0,10,0,0,0,33,0,洲際
390,6158,0.5131666666666667,2018-08-04,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6133333333333333,0.5333708712726791,75.0,0.21,0,0,1,1,2,42,1,22,0,0,0,36,0,台南
391,8133,0.40665,2018-08-04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.4342105263157895,0.4078947368421053,77.96,0.58,1,0,1,1,2,35,0,16,0,0,0,29,0,洲際
392,4189,0.34908333333333336,2018-08-05,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.6052631578947368,0.5327056611453668,68.54,0.0,0,1,1,1,2,36,0,14,1,0,0,30,0,台南
393,4068,0.2034,2018-08-05,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.4285714285714285,0.4155844155844156,68.88,0.07,0,2,0,0,1,24,0,4,1,0,0,34,0,洲際
394,3187,0.15935,2018-08-07,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5310882274331687,0.4102564102564102,81.25,0.08,1,2,0,1,5,38,0,11,0,0,0,29,0,洲際
395,3233,0.26609053497942387,2018-08-08,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.5974025974025974,0.4358974358974359,76.5,0.02,3,2,0,0,5,37,2,17,1,0,0,33,0,新莊
396,3128,0.2574485596707819,2018-08-09,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5897435897435898,0.4430379746835443,64.38,0.0,0,0,0,1,0,34,0,7,3,0,0,35,0,新莊
