,BOX_OFFICE,GAME_NO,DATE,STADIUM,HOST_LAMIGOÊ°ÉÁåø,HOST_‰∏≠‰ø°?ÑÂ?,HOST_ÂØåÈÇ¶?çÂ?,HOST_Áµ±‰?7-ELEVEn??CLIENT_LAMIGOÊ°ÉÁåø,CLIENT_‰∏≠‰ø°?ÑÂ?,CLIENT_ÂØåÈÇ¶?çÂ?,CLIENT_Áµ±‰?7-ELEVEn???∞Â?,?âÁæ©Â∏?Â§©Ê?,?óÂÖ≠,?∞Ë?,Ê°ÉÂ?,Ê¥≤È?,ÊæÑÊ?Êπ??±ËìÆ,Fri,Sat,Sun,Thu,Tue,Wed,Ê∞?∫´(??,?∏Â?Ê∫ºÂ∫¶(%),?çÊ∞¥??mm),CLIENT_HR,CLIENT_ERR,HOST_HR,HOST_ERR,CLIENT_SCORE,HOST_SCORE,TIME,HOST_PA,HOST_AB,HOST_H,HOST_2B,HOST_3B,HOST_TB,HOST_SO,HOST_SB,HOST_CS_1,HOST_SAC,HOST_SF,HOST_BB,HOST_IBB,HOST_HBP,HOST_GIDP,HOST_LOB,HOST_PO,HOST_A,HOST_DP,HOST_TP.1,HOST_E,HOST_CS_2,HOST_PB,CLIENT_PA,CLIENT_AB,CLIENT_H,CLIENT_2B,CLIENT_3B,CLIENT_TB,CLIENT_SO,CLIENT_SB,CLIENT_CS_1,CLIENT_SAC,CLIENT_SF,CLIENT_BB,CLIENT_IBB,CLIENT_HBP,CLIENT_GIDP,CLIENT_LOB,CLIENT_PO,CLIENT_A,CLIENT_DP,CLIENT_TP.1,CLIENT_E,CLIENT_CS_2,CLIENT_PB,HOST_BF,HOST_NP_1,HOST_ER,HOST_AO,HOST_GO,HOST_NBB,HOST_BS,HOST_S,HOST_WP,HOST_BK,HOST_PO.1,HOST_A.1,HOST_DP.1,HOST_TP,HOST_E.1,HOST_PK,CLIENT_BF,CLIENT_NP_1,CLIENT_ER,CLIENT_AO,CLIENT_GO,CLIENT_NBB,CLIENT_BS,CLIENT_S,CLIENT_WP,CLIENT_BK,CLIENT_PO.1,CLIENT_A.1,CLIENT_DP.1,CLIENT_TP,CLIENT_E.1,CLIENT_PK
367,4228,130,2018/7/15,?∞Ë?,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29.82,58.38,0,0,1,1,0,7,5,249,41,36,11,1,0,15,9,2,0,1,0,4,0,0,1,11,0,0,0,0,0,0,0,40,33,12,5,0,17,6,0,0,0,3,3,0,1,0,10,0,0,0,0,0,0,0,45,173,7,11,8,0,0,107,0,0,0,0,0,0,0,0,46,193,4,8,10,0,0,122,0,0,0,0
368,3384,131,2018/7/17,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31.19,72.75,0,2,0,1,2,6,8,210,42,36,15,2,0,20,6,1,0,0,0,5,1,0,1,9,0,0,0,0,0,0,0,30,29,5,0,0,11,4,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,38,134,4,10,12,0,1,87,1,0,0,0,0,0,0,0,42,142,8,10,5,0,1,89,1,0,0,0
369,3032,132,2018/7/18,ÊæÑÊ?Êπ?0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29.91,73.38,0,1,1,1,0,4,5,222,37,30,13,1,0,17,4,2,2,2,1,3,1,0,2,8,0,0,0,0,0,2,0,28,26,7,1,0,11,4,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,35,142,4,10,11,0,1,91,0,0,0,0,0,0,0,0,40,152,4,5,12,0,0,92,2,0,0,0,0
370,3341,133,2018/7/19,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30.95,68.92,0.02,0,2,1,1,4,6,197,33,33,7,2,0,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,27,5,1,0,6,4,1,0,0,0,6,0,1,1,8,0,0,0,0,0,0,0,41,161,3,11,11,0,0,99,1,1,0,0,0,0,0,0,33,131,2,11,9,0,0,87,2,0,0,0
371,8622,136,2018/7/20,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29.5,67.92,0,2,0,1,1,7,6,217,35,35,12,2,0,17,7,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,35,29,9,3,0,18,1,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,45,176,5,14,10,0,1,104,1,0,0,0,0,0,0,0,40,138,6,9,9,0,1,90,0,0,0,0
372,3337,135,2018/7/20,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29.51,74.46,0,3,3,1,0,5,3,211,42,35,10,2,0,15,7,1,1,1,0,3,1,2,1,12,0,0,0,0,0,1,0,32,31,7,0,1,15,4,1,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,36,131,5,12,10,0,0,85,0,0,0,0,0,0,0,0,42,167,2,6,13,0,0,105,0,0,0,0
373,8027,137,2018/7/21,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29.53,73.08,0,1,1,0,0,2,4,174,33,32,7,2,0,9,5,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,34,31,7,1,0,11,10,0,0,0,0,2,0,1,1,7,0,0,0,0,0,0,0,38,152,2,4,11,0,0,95,1,0,0,0,0,0,0,0,33,122,3,4,16,0,0,89,0,0,0,0
374,3643,140,2018/7/22,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28.53,76.75,0.33,1,0,0,2,10,0,196,27,26,1,0,0,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,35,31,9,4,0,16,5,1,1,0,1,2,1,0,1,4,0,0,0,0,0,1,0,46,164,7,10,10,0,0,105,0,0,0,0,0,0,0,0,30,102,0,9,11,0,0,69,0,0,0,0
375,2883,141,2018/7/24,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.09,76.38,0,0,2,0,1,6,1,191,31,29,7,1,0,8,2,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,36,33,10,2,1,14,10,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0,40,150,3,10,7,0,0,98,1,0,0,0,0,0,0,0,36,119,0,9,15,0,0,79,0,0,0,0
376,3278,142,2018/7/25,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29.21,78.08,0,0,2,0,0,3,5,201,34,31,9,1,0,10,9,1,1,0,0,3,0,0,0,5,0,0,0,0,0,1,0,31,27,7,0,0,7,4,0,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,38,169,3,9,12,0,0,103,0,0,0,0,0,0,0,0,34,129,4,2,11,0,0,77,0,0,0,0
377,3072,143,2018/7/26,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30.02,72.08,0,1,0,1,4,11,6,201,38,35,12,3,0,18,5,0,0,0,1,1,0,1,2,6,0,0,0,0,0,0,0,40,36,10,2,1,17,8,2,1,0,0,3,0,1,0,6,0,0,0,0,0,1,0,45,186,9,13,8,0,0,109,0,0,0,0,0,0,0,0,40,142,6,9,10,0,0,95,0,0,0,0
378,3201,144,2018/7/26,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.85,75.96,0,4,0,1,1,15,8,221,40,37,10,2,0,15,6,1,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,42,39,16,2,0,30,4,1,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,49,175,15,13,10,0,0,115,0,0,0,0,0,0,0,0,40,138,8,13,8,0,0,90,0,0,0,0
379,8840,145,2018/7/27,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29.52,73.25,0.04,0,2,0,1,0,1,162,27,24,6,2,0,8,3,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,32,28,3,0,0,3,9,0,0,1,0,2,1,0,2,5,0,0,0,0,0,0,0,32,102,0,8,9,0,0,68,0,0,0,0,0,0,0,0,34,116,0,14,6,0,0,70,1,0,0,0
380,6316,146,2018/7/27,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28.99,80.25,0,1,2,2,1,3,6,210,36,30,12,3,0,21,2,0,0,1,1,4,0,0,1,10,0,0,0,0,0,0,0,36,34,7,2,0,12,7,0,1,0,0,2,0,0,0,6,0,0,0,0,0,1,0,36,138,3,13,7,0,0,86,0,0,0,0,0,0,0,0,40,160,5,10,9,0,0,98,0,0,0,0
381,8048,147,2018/7/28,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29.85,70.38,0,2,0,1,0,6,3,226,25,25,5,3,1,13,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43,37,12,1,0,19,4,1,0,0,0,6,0,0,1,10,0,0,0,0,0,0,0,43,179,6,13,8,0,0,106,0,0,0,0,0,0,0,0,31,135,3,5,11,0,0,91,0,0,0,0
382,11114,148,2018/7/28,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29.05,78.33,0,0,0,0,0,3,1,240,37,26,4,2,0,6,10,0,0,1,0,9,0,1,0,11,0,0,0,0,0,0,0,33,28,7,1,1,10,5,2,2,0,0,5,0,0,0,6,0,0,0,0,0,2,0,37,145,3,8,10,0,0,83,0,0,0,0,0,0,0,0,41,184,1,10,6,0,0,102,0,0,0,0
383,5507,149,2018/7/29,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30.31,66.96,0,0,0,0,1,3,1,192,33,32,7,1,1,10,3,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,36,34,6,0,0,6,6,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,36,120,1,10,12,0,0,85,1,0,0,0,0,0,0,0,37,133,1,6,17,0,0,94,1,0,0,0
384,6513,150,2018/7/29,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.58,74.29,0,2,0,0,2,5,9,227,34,33,16,2,0,18,4,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,33,32,7,0,0,13,8,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,37,135,5,12,7,0,0,91,0,0,0,0,0,0,0,0,44,158,8,14,5,0,1,104,0,0,0,0
385,4637,151,2018/7/31,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29.79,74.79,0,0,3,0,5,7,4,236,36,33,12,1,0,13,6,0,0,1,0,2,0,0,0,11,0,0,0,0,0,0,0,42,38,12,3,0,15,8,1,0,0,1,3,0,0,0,8,0,0,0,0,0,0,0,42,148,5,9,10,0,0,96,1,1,0,0,0,0,0,0,44,172,1,11,11,0,0,114,2,0,0,0
386,4033,152,2018/8/1,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.66,71.71,0,0,1,1,0,3,6,195,34,30,8,2,0,13,4,0,0,0,0,2,0,2,0,8,0,0,0,0,0,0,0,34,28,8,1,1,11,8,0,0,1,1,3,0,1,2,8,0,0,0,0,0,0,0,38,157,3,9,7,0,0,94,0,0,0,0,0,0,0,0,38,128,5,9,11,0,0,85,0,0,0,0
387,5117,153,2018/8/2,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29.82,75.08,0,4,1,0,5,15,6,236,31,29,10,3,0,13,8,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,52,46,19,4,0,35,6,0,0,2,1,3,0,0,1,10,0,0,0,0,0,0,0,52,181,9,11,12,0,0,117,2,0,0,0,0,0,0,0,38,133,5,10,8,0,0,91,1,0,0,0
388,3035,154,2018/8/2,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.3,76.83,0.61,1,1,1,3,8,4,214,32,31,6,1,0,10,7,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,33,27,7,1,0,11,4,4,1,0,1,4,0,1,1,4,0,0,0,0,0,1,0,41,164,4,12,9,0,0,102,1,0,0,0,0,0,0,0,36,141,4,14,7,0,0,96,0,0,0,0
389,3584,155,2018/8/3,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28.73,76.67,0.23,2,1,0,2,9,6,252,42,34,7,3,1,12,9,2,0,0,0,7,0,1,1,9,0,0,0,0,0,0,1,44,40,18,1,0,25,1,2,2,0,0,4,0,0,0,13,0,0,0,0,0,2,0,50,194,7,14,11,0,0,124,1,0,0,0,0,0,0,0,42,156,6,9,9,0,0,89,0,0,0,0
390,4062,156,2018/8/3,?∞Â?,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28.96,77.96,0.58,1,0,1,1,2,4,214,35,33,13,0,0,16,4,0,1,0,0,1,0,1,0,10,0,0,0,0,0,1,0,29,25,5,0,0,8,8,0,0,0,0,3,0,1,3,7,0,0,0,0,0,0,0,37,154,2,6,7,0,0,90,0,0,0,0,0,0,0,0,39,139,4,13,6,0,0,89,0,0,0,0
391,8133,157,2018/8/4,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29.61,75,0.21,0,0,1,1,2,10,196,42,36,16,1,1,22,3,1,0,0,1,5,0,0,2,8,0,0,0,0,0,0,0,36,33,11,1,0,12,9,0,2,0,0,1,1,1,1,10,0,0,0,0,0,2,0,40,142,2,8,8,0,0,101,0,0,0,0,0,0,0,0,42,154,10,11,7,0,0,90,1,0,0,0
392,6158,158,2018/8/4,?∞Â?,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.72,68.54,0,0,1,1,1,2,3,225,36,32,10,1,0,14,5,0,0,1,0,1,1,1,2,8,0,0,0,0,0,0,0,30,26,7,0,0,7,4,0,0,1,0,3,0,0,0,10,0,0,0,0,0,0,0,39,160,2,12,9,0,0,106,1,0,0,0,0,0,0,0,37,153,2,6,12,0,1,96,0,0,0,0
393,4189,160,2018/8/5,?∞Â?,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.53,68.88,0.07,0,2,0,0,1,3,203,24,21,4,0,0,4,5,0,2,1,0,2,0,0,1,2,0,0,0,0,0,2,0,34,30,5,0,0,5,11,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,38,161,1,6,9,0,0,104,0,0,0,0,0,0,0,0,30,124,2,7,7,0,0,91,0,0,0,0
394,4068,159,2018/8/5,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28.63,81.25,0.08,1,2,0,1,5,2,205,38,35,10,1,0,11,6,0,1,0,2,1,0,0,1,9,0,0,0,0,0,1,0,29,27,9,2,0,11,5,0,1,0,0,2,0,0,3,5,0,0,0,0,0,1,0,37,146,5,8,7,0,0,88,0,0,0,0,0,0,0,0,38,151,1,13,8,0,0,106,0,0,0,0
395,3187,161,2018/8/7,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29.58,76.5,0.02,3,2,0,0,5,7,176,37,32,11,2,2,17,6,1,1,1,1,2,0,1,0,6,0,0,0,0,0,1,0,33,31,12,0,0,18,3,0,2,0,0,1,0,1,3,5,0,0,0,0,0,2,0,38,126,5,8,9,0,0,83,0,0,0,0,0,0,0,0,37,136,5,7,10,0,0,83,2,0,0,0
396,3233,162,2018/8/8,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.1,64.38,0,0,0,0,1,0,1,224,34,27,7,0,0,7,3,0,0,3,0,3,1,0,0,10,0,0,0,0,0,0,0,35,34,8,1,0,9,6,1,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,40,148,0,8,16,0,0,98,0,0,0,0,0,0,0,0,42,157,1,6,18,0,0,102,1,0,0,0
397,3128,163,2018/8/9,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29.73,65.79,0,0,1,0,2,5,1,201,34,29,9,3,0,12,3,0,0,1,0,4,0,0,1,10,0,0,0,0,0,0,0,38,30,7,0,0,7,6,0,0,2,0,6,0,0,1,10,0,0,0,0,0,0,0,42,152,3,8,12,0,0,90,0,0,0,0,0,0,0,0,38,140,0,8,13,0,0,86,0,0,0,0
398,3186,164,2018/8/9,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.72,74.21,0,1,2,1,1,16,14,283,49,44,17,4,0,24,9,2,0,0,0,4,0,0,1,8,0,0,0,0,0,0,0,46,39,16,1,0,20,8,4,0,0,0,6,0,1,0,7,0,0,0,0,0,0,0,52,191,14,8,11,0,2,118,3,0,0,0,0,0,0,0,49,211,12,7,11,0,0,132,2,0,0,0
399,4293,166,2018/8/10,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29.82,72.08,0,1,1,1,1,14,6,266,44,37,11,1,0,15,5,0,1,0,2,5,0,0,1,8,0,0,0,0,0,1,0,47,41,19,5,0,27,4,2,1,0,1,4,1,0,1,8,0,0,0,0,0,1,0,53,198,14,13,10,0,2,129,0,0,0,0,0,0,0,0,44,153,6,12,11,0,0,89,1,0,0,0
400,5692,165,2018/8/10,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29.92,66.83,0,2,3,1,0,10,6,220,36,34,9,3,0,15,6,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,44,38,13,3,0,22,3,1,0,1,1,3,0,1,1,7,0,0,0,0,0,0,0,44,157,10,11,13,0,0,99,1,0,0,0,0,0,0,0,42,173,3,7,15,0,0,116,0,0,0,0
401,8831,168,2018/8/11,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29.02,75.33,0.04,0,0,1,0,3,1,180,36,35,9,1,0,13,10,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,31,27,6,1,0,7,5,0,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,35,121,3,9,12,0,0,78,0,0,0,0,0,0,0,0,36,147,1,7,9,0,0,96,1,0,0,0
402,11156,167,2018/8/11,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29.83,71.12,0,4,0,1,1,14,5,249,32,27,11,2,0,16,8,0,0,0,0,5,0,0,2,8,0,0,0,0,0,0,0,46,41,18,4,0,31,5,0,0,0,0,5,0,0,1,10,0,0,0,0,0,0,0,47,183,14,10,9,0,0,111,0,0,0,0,0,0,0,0,40,189,5,4,10,0,0,119,1,0,0,0
403,5139,169,2018/8/12,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28.84,77.38,0.62,1,1,0,1,13,7,250,43,39,18,2,0,20,3,2,0,1,1,2,0,0,3,10,0,0,0,0,0,0,1,42,37,14,0,1,19,6,1,0,0,1,4,0,0,1,6,0,0,0,0,0,0,0,47,181,9,14,6,0,0,113,0,0,0,0,0,0,0,0,48,198,5,3,18,0,0,126,0,0,0,0
404,5074,170,2018/8/12,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.71,75.54,0,1,1,0,0,3,4,199,36,33,10,0,1,12,6,0,0,0,0,1,0,2,1,8,0,0,0,0,0,0,0,33,28,6,2,0,11,3,0,0,1,0,2,0,2,0,5,0,0,0,0,0,0,0,36,135,3,12,9,0,0,94,0,0,0,0,0,0,0,0,36,123,4,8,9,0,2,82,0,0,0,0
405,4748,172,2018/8/15,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27.97,80.67,0,1,1,1,4,11,7,240,41,37,12,1,0,16,8,1,1,0,0,3,0,1,0,7,0,0,0,0,0,1,0,40,36,11,2,0,13,4,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,43,151,5,14,8,0,2,94,0,0,0,0,0,0,0,0,46,178,7,10,8,0,0,115,0,0,0,0
406,3898,173,2018/8/16,?∞Ë?,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29.74,68.46,0,1,1,2,2,6,4,235,33,30,7,0,0,10,4,2,0,0,0,0,1,2,1,6,0,0,0,0,0,0,0,46,40,15,3,0,21,4,1,0,3,0,2,0,1,0,13,0,0,0,0,0,0,0,46,181,4,9,15,0,1,115,0,0,0,0,0,0,0,0,41,158,4,7,14,0,1,98,0,0,0,0
407,4019,174,2018/8/16,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.4,79.54,0.19,0,2,2,3,6,10,253,37,36,15,3,0,24,6,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,39,32,7,1,0,8,8,0,0,0,1,5,0,1,0,7,0,0,0,0,0,0,0,41,181,2,13,7,0,0,113,0,0,0,0,0,0,0,0,42,174,10,11,6,0,0,118,0,0,0,0
408,6059,177,2018/8/18,Â§©Ê?,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28.55,80.46,0.15,0,2,0,2,5,7,222,35,28,6,2,0,8,8,0,0,0,1,4,1,1,1,6,0,0,0,0,0,0,0,39,34,9,2,0,11,7,1,0,1,1,1,0,2,1,7,0,0,0,0,0,0,0,39,133,4,9,11,0,0,93,0,0,0,0,0,0,0,0,39,173,5,9,7,0,1,106,0,0,0,0
409,14134,178,2018/8/18,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27.85,83.21,0,2,0,1,0,6,4,188,33,30,9,3,0,15,2,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,35,30,9,3,0,18,6,0,0,1,1,2,0,1,0,6,0,0,0,0,0,0,0,39,136,6,10,11,0,1,90,0,0,0,0,0,0,0,0,38,126,4,10,13,0,1,77,1,0,0,0
410,3112,175,2018/8/19,Â§©Ê?,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28.35,79.46,0.48,0,0,1,1,5,3,177,31,25,5,0,0,8,8,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,32,27,11,5,0,16,4,1,0,1,0,3,1,0,2,6,0,0,0,0,0,0,0,32,131,3,6,7,0,2,81,0,0,0,0,0,0,0,0,31,129,3,3,9,0,0,70,0,0,0,0
411,3065,182,2018/8/22,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.05,68.17,0,0,0,0,0,3,13,207,48,39,18,5,2,27,7,1,0,2,1,4,0,2,0,11,0,0,0,0,0,0,0,33,30,7,2,0,9,5,2,1,0,1,2,0,0,0,6,0,0,0,0,0,1,0,36,147,3,10,10,0,0,94,1,0,0,0,0,0,0,0,48,179,13,10,7,0,0,113,1,0,0,0
412,2931,184,2018/8/23,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29.78,71.25,0,1,2,0,1,3,6,211,29,26,9,2,1,13,8,4,1,0,0,3,0,0,0,6,0,0,0,0,0,1,0,34,32,8,2,0,13,8,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,38,154,3,9,9,0,0,101,2,0,0,0,0,0,0,0,37,161,5,7,8,0,0,95,2,0,0,0
413,4508,186,2018/8/24,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,27.7,80.92,0.04,1,0,0,1,8,5,190,36,33,11,2,0,13,6,0,1,1,0,2,0,0,1,7,0,0,0,0,0,1,0,35,32,11,1,0,15,1,0,0,1,0,1,0,1,2,4,0,0,0,0,0,0,0,39,121,7,16,8,0,0,78,1,0,0,0,0,0,0,0,40,150,5,8,10,0,0,91,0,0,0,0
414,2991,185,2018/8/25,ÊæÑÊ?Êπ?0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26.48,88.67,2.62,0,1,0,1,0,4,177,36,32,10,4,0,14,5,0,0,1,0,2,0,1,1,8,0,0,0,0,0,0,0,29,27,4,1,0,5,10,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,33,143,0,6,9,0,0,100,0,0,0,0,0,0,0,0,36,127,4,8,9,0,0,79,0,0,0,0,0
415,5387,187,2018/8/25,ÊæÑÊ?Êπ?0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26.48,88.67,2.62,1,1,0,0,5,3,198,33,29,5,1,1,8,7,0,1,0,1,3,0,0,2,3,0,0,0,0,0,1,0,34,31,9,1,0,13,8,1,0,1,0,0,1,1,2,6,0,0,0,0,0,0,0,38,130,5,11,6,0,0,79,0,0,0,0,0,0,0,0,33,160,2,7,11,0,0,100,0,0,0,0,0
416,6076,188,2018/8/25,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28.55,77.79,0.62,1,1,1,1,7,9,219,30,25,8,2,0,10,1,1,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,37,33,8,2,0,13,2,1,0,1,0,3,0,0,1,5,0,0,0,0,0,0,0,41,156,6,11,13,0,0,89,0,0,0,0,0,0,0,0,38,167,6,4,17,0,0,102,3,0,0,0
417,4339,189,2018/8/26,ÊæÑÊ?Êπ?0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26.16,88.25,1.02,1,3,0,3,5,7,215,39,33,12,1,1,15,3,4,2,1,1,4,0,0,1,8,0,0,0,0,0,2,0,35,31,8,3,0,14,7,0,3,0,0,3,0,1,1,7,0,0,0,0,0,3,0,39,164,4,12,6,0,0,104,0,0,0,0,0,0,0,0,39,129,3,7,12,0,0,79,0,0,0,0,0
418,3547,190,2018/8/26,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28.22,78.58,0.08,0,1,3,0,1,14,181,40,34,15,2,0,26,7,0,1,0,1,5,0,0,1,5,0,0,0,0,0,1,0,29,28,5,0,0,5,7,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,33,107,1,6,13,0,0,78,0,0,0,0,0,0,0,0,43,161,13,9,7,0,0,104,1,0,0,0
419,2973,192,2018/8/29,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25.9,90.38,0.15,1,1,0,1,9,0,187,31,28,2,2,0,4,11,0,1,0,0,3,0,0,0,4,0,0,0,0,0,1,1,44,37,13,1,1,19,4,0,0,1,0,6,0,0,0,12,0,0,0,0,0,0,0,50,168,5,10,14,0,0,108,0,0,0,0,0,0,0,0,31,129,0,7,8,0,0,83,0,0,0,0
