,BOX_OFFICE,GAME_NO,DATE,STADIUM,HOST_LAMIGOÊ°ÉÁåø,HOST_‰∏≠‰ø°?ÑÂ?,HOST_ÂØåÈÇ¶?çÂ?,HOST_Áµ±‰?7-ELEVEn??CLIENT_LAMIGOÊ°ÉÁåø,CLIENT_‰∏≠‰ø°?ÑÂ?,CLIENT_ÂØåÈÇ¶?çÂ?,CLIENT_Áµ±‰?7-ELEVEn???∞Â?,?âÁæ©Â∏?Â§©Ê?,?óÂÖ≠,?∞Ë?,Ê°ÉÂ?,Ê¥≤È?,ÊæÑÊ?Êπ??±ËìÆ,Fri,Sat,Sun,Thu,Tue,Wed,Ê∞?∫´(??,?∏Â?Ê∫ºÂ∫¶(%),?çÊ∞¥??mm),CLIENT_HR,CLIENT_ERR,HOST_HR,HOST_ERR,CLIENT_SCORE,HOST_SCORE,TIME,HOST_PA,HOST_AB,HOST_H,HOST_2B,HOST_3B,HOST_TB,HOST_SO,HOST_SB,HOST_CS_1,HOST_SAC,HOST_SF,HOST_BB,HOST_IBB,HOST_HBP,HOST_GIDP,HOST_LOB,HOST_PO,HOST_A,HOST_DP,HOST_TP.1,HOST_E,HOST_CS_2,HOST_PB,CLIENT_PA,CLIENT_AB,CLIENT_H,CLIENT_2B,CLIENT_3B,CLIENT_TB,CLIENT_SO,CLIENT_SB,CLIENT_CS_1,CLIENT_SAC,CLIENT_SF,CLIENT_BB,CLIENT_IBB,CLIENT_HBP,CLIENT_GIDP,CLIENT_LOB,CLIENT_PO,CLIENT_A,CLIENT_DP,CLIENT_TP.1,CLIENT_E,CLIENT_CS_2,CLIENT_PB,HOST_BF,HOST_NP_1,HOST_ER,HOST_AO,HOST_GO,HOST_NBB,HOST_BS,HOST_S,HOST_WP,HOST_BK,HOST_PO.1,HOST_A.1,HOST_DP.1,HOST_TP,HOST_E.1,HOST_PK,CLIENT_BF,CLIENT_NP_1,CLIENT_ER,CLIENT_AO,CLIENT_GO,CLIENT_NBB,CLIENT_BS,CLIENT_S,CLIENT_WP,CLIENT_BK,CLIENT_PO.1,CLIENT_A.1,CLIENT_DP.1,CLIENT_TP,CLIENT_E.1,CLIENT_PK
162,10416,167,2017/8/12,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29.83,79.29,0,2,3,0,0,7,10,238,31,24,7,2,0,9,4,0,1,0,1,6,0,0,2,4,0,0,0,0,0,1,0,40,34,12,2,0,17,4,0,1,0,1,2,1,2,0,10,0,0,0,0,0,1,0,46,189,7,10,12,1.1,7,97,2,1,1,0,0,0,1,3,39,155,4,9,10,0,0,87,3,0,0,0
163,6291,168,2017/8/12,ÊæÑÊ?Êπ?0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29.88,75.71,0,1,1,0,2,15,7,262,41,38,12,3,1,17,12,0,0,0,0,3,0,0,2,7,0,0,0,0,0,0,0,49,38,17,2,0,22,3,1,0,1,1,8,1,0,1,8,0,0,0,0,0,0,0,55,212,13,8,15,0,0,119,1,0,0,0,0,0,0,0,41,161,5,5,9,0,0,103,0,0,0,0,0
164,6918,169,2017/8/13,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.34,81.42,0,2,2,2,1,5,9,213,33,28,11,0,0,14,5,4,1,1,0,3,0,1,0,8,0,0,0,0,0,1,0,34,32,9,2,0,17,3,0,1,0,0,2,0,0,1,6,0,0,0,0,0,1,0,40,163,5,12,12,1,5,90,0,0,0,0,0,1,1,2,41,140,8,7,8,0,0,89,1,0,0,0
165,4348,170,2017/8/13,ÊæÑÊ?Êπ?0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29.42,76.21,0,2,1,0,0,9,1,215,35,33,7,3,0,10,7,1,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,41,35,11,4,0,21,7,0,0,0,0,6,0,0,1,7,0,0,0,0,0,0,0,44,169,9,7,11,0,0,99,0,0,0,0,0,0,0,0,35,127,1,11,8,0,0,86,1,0,0,0,0
166,5167,171,2017/8/15,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29.32,73.79,0,1,0,0,0,8,3,235,39,34,9,3,0,12,7,0,0,0,1,3,0,1,0,10,0,0,0,0,0,0,0,41,37,13,4,0,20,9,1,1,0,1,1,0,2,0,6,0,0,0,0,0,1,0,41,151,8,10,6,0,5,93,1,3,3,0,0,0,0,0,40,176,3,12,8,0,0,115,0,0,0,0
167,6111,173,2017/8/17,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29.21,80.75,0,0,3,0,1,3,9,219,32,29,11,2,0,13,6,2,0,0,1,1,0,1,1,6,0,0,0,0,0,0,0,39,31,9,2,0,11,5,0,1,0,1,7,0,0,3,9,0,0,0,0,0,1,0,39,128,1,9,9,0,0,73,0,0,0,0,0,0,0,0,40,162,6,8,11,0,0,110,1,0,0,0
168,2081,174,2017/8/17,ÊæÑÊ?Êπ?0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30.11,66.87,0,1,1,2,2,4,12,189,37,33,12,1,0,16,5,4,0,0,2,1,1,0,0,3,0,0,0,0,0,0,0,26,25,5,0,0,8,7,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,34,133,4,8,8,0,0,82,0,0,0,0,0,0,0,0,42,172,11,10,9,0,0,100,0,0,0,0,0
169,4015,175,2017/8/18,?âÁæ©Â∏?0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30.42,59.475,0,1,0,1,1,2,4,181,30,27,9,0,0,12,9,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,32,29,6,1,1,12,8,0,0,1,0,2,0,0,1,6,0,0,0,0,0,0,0,35,131,2,7,11,0,0,87,0,0,0,0,0,0,0,0,33,114,4,7,6,0,0,72,0,0,0,0,0
170,4150,176,2017/8/18,ÊæÑÊ?Êπ?0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30.78,69.67,0,2,1,0,0,3,4,202,34,31,10,3,0,13,6,0,0,1,0,2,0,0,1,8,0,0,0,0,0,0,0,40,36,8,1,0,15,8,1,1,1,0,3,0,0,0,7,0,0,0,0,0,1,0,40,161,3,13,8,0,0,99,0,0,0,0,0,0,0,0,39,156,2,7,14,0,1,100,0,0,0,0,0
171,9185,178,2017/8/19,ÊæÑÊ?Êπ?0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30.97,69.14,0,1,1,0,1,4,2,227,32,29,5,2,0,7,7,1,1,0,0,3,0,0,1,6,0,0,0,0,0,1,0,43,36,7,2,0,12,6,2,0,0,1,5,0,1,1,9,0,0,0,0,0,0,0,43,170,4,13,11,0,2,99,0,0,0,0,0,0,0,0,39,175,2,4,16,0,0,105,0,0,0,0,0
172,6107,177,2017/8/19,?≤Ê?,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29.94,72.25,0,0,1,2,1,9,7,303,35,30,9,0,1,17,8,2,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,37,28,10,3,1,15,6,0,1,0,1,8,0,0,1,9,0,0,0,0,0,1,0,45,194,6,13,5,0,2,108,1,0,0,0,0,0,0,0,45,192,6,8,9,1.1,5,104,3,0,0,0
173,5250,179,2017/8/20,?≤Ê?,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30.04,73.42,0,0,0,1,0,7,4,221,30,24,7,2,0,12,4,0,0,1,0,5,0,0,1,8,0,0,0,0,0,0,0,34,26,6,0,0,6,4,1,2,1,2,4,0,1,1,3,0,0,0,0,0,2,0,38,133,7,9,11,0,0,75,0,0,0,0,0,0,0,0,41,146,4,10,10,0.1,3,78,1,1,1,0
174,5022,180,2017/8/20,ÊæÑÊ?Êπ?0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30.4,71.33,0,2,0,0,0,4,1,164,30,26,4,2,0,6,4,0,0,1,0,3,0,0,0,7,0,0,0,0,0,0,0,36,33,9,0,0,15,3,0,1,0,1,2,0,0,1,5,0,0,0,0,0,1,0,36,128,4,15,7,0,0,87,0,0,0,0,0,0,0,0,36,120,1,8,14,0,0,77,0,0,0,0,0
175,3121,181,2017/8/22,Ê¥≤È?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29.32,82.32,0.29,0,2,0,0,7,8,244,40,37,12,3,0,15,9,0,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0,35,29,9,5,0,14,4,3,0,1,0,4,1,0,0,7,0,0,0,0,0,0,0,44,174,7,13,8,0,0,105,1,0,0,0,0,0,0,0,40,150,4,7,9,0,1,97,1,0,0,0
176,5617,182,2017/8/23,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.71,84.29,0,2,1,0,0,7,1,212,34,32,7,1,0,8,3,2,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,38,33,11,4,0,21,13,0,1,1,0,2,0,2,0,7,0,0,0,0,0,1,0,43,171,7,8,4,0.1,4,101,0,2,2,0,0,0,0,1,36,144,1,14,10,0,0,94,0,0,0,0
177,5389,184,2017/8/24,Ê°ÉÂ?,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.95,82.96,0,2,4,0,1,9,10,271,46,40,13,2,0,15,8,3,0,0,0,5,0,1,0,12,0,0,0,0,0,0,0,39,31,8,0,1,16,13,1,0,1,0,5,0,2,0,8,0,0,0,0,0,0,0,45,181,8,8,6,0,0,110,0,0,0,0,0,0,0,0,46,211,6,9,10,0,1,130,0,0,0,0
178,4754,185,2017/8/25,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28.08,84.83,0,2,1,2,1,5,4,219,42,36,8,1,1,17,10,2,0,0,0,4,0,2,0,11,0,0,0,0,0,0,0,29,26,6,1,0,10,8,0,0,0,0,1,0,2,2,5,0,0,0,0,0,0,0,38,153,3,7,9,0,2,104,1,0,0,0,0,0,0,0,42,170,3,9,9,0,0,103,0,0,0,0
179,6134,186,2017/8/25,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29.2,80.79,0,0,2,2,1,0,7,161,32,31,11,2,0,19,6,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,29,28,3,1,0,4,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,33,105,0,11,13,0,0,72,0,0,0,0,0,0,0,0,36,118,5,10,7,0,0,81,0,0,0,0
180,13112,188,2017/8/26,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.16,75.25,0,0,1,2,0,6,5,237,41,38,11,0,0,17,9,0,0,0,0,2,0,1,0,8,0,0,0,0,0,0,0,29,26,7,1,0,8,4,2,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,37,146,6,11,9,0,0,90,2,0,0,0,0,0,0,0,41,179,5,8,10,0,0,112,0,0,0,0
181,8190,187,2017/8/26,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29.6,79.17,0,0,0,0,3,5,6,215,45,38,13,4,0,17,10,1,1,1,1,4,0,1,1,10,0,0,0,0,0,1,1,37,33,6,3,0,9,7,0,2,1,0,3,0,0,0,5,0,0,0,0,0,2,0,40,151,4,10,13,0,0,93,0,0,0,0,0,0,0,0,45,183,6,11,6,0,2,104,1,0,0,0
182,5099,189,2017/8/27,Ê¥≤È?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28.83,80.04,0.02,0,0,0,1,3,1,217,37,32,7,2,0,9,7,2,0,0,0,5,0,0,1,9,0,0,0,0,0,0,0,25,22,4,1,0,5,6,0,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,37,149,1,4,14,0,0,91,0,0,0,0,0,0,0,0,37,143,1,10,8,0,0,87,0,0,0,0
183,8386,190,2017/8/27,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.41,75.88,0,1,0,2,0,6,2,204,37,34,10,3,0,19,7,0,1,0,0,3,0,0,2,8,0,0,0,0,0,1,0,33,30,11,4,0,18,5,1,1,0,2,1,0,0,0,5,0,0,0,0,0,1,0,38,135,6,11,10,0,0,82,0,0,0,0,0,0,0,0,37,142,2,9,8,0,0,88,0,0,0,0
184,5012,191,2017/8/29,?≤Ê?,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,77.29,0,0,0,3,3,1,9,192,32,30,11,2,0,19,5,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,28,28,5,1,0,6,6,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,32,130,0,11,8,0,0,88,1,0,0,0,0,0,0,0,40,167,8,11,8,0,0,113,1,0,0,0
185,2586,192,2017/8/30,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,31.24,70.17,0,4,3,3,0,14,7,196,37,36,9,2,0,20,13,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,47,44,18,2,0,32,10,1,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,47,175,14,8,8,0,0,114,0,0,0,0,0,0,0,0,37,138,5,6,8,0,0,98,0,0,0,0
186,1948,193,2017/8/31,ÊæÑÊ?Êπ?0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28.17,82.46,0.02,2,2,0,0,11,8,238,37,29,9,0,1,11,7,0,0,0,2,6,0,0,1,10,0,0,0,0,0,0,0,36,33,12,3,0,21,12,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,42,163,11,5,8,0,0,106,1,0,0,0,0,0,0,0,47,195,5,11,8,0,0,124,0,0,0,0,0
187,2608,194,2017/8/31,Ê¥≤È?,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.93,77.17,0,2,2,2,1,4,5,172,33,29,6,1,1,15,9,0,0,0,0,2,1,1,2,4,0,0,0,0,0,0,1,35,33,8,0,0,14,8,2,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,35,127,4,6,11,0,1,83,1,0,0,0,0,0,0,0,33,115,5,4,10,0,0,76,0,0,0,0
188,10482,195,2017/9/1,ÊæÑÊ?Êπ?0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26.68,86.79,0.72,1,0,1,1,6,4,224,34,29,8,0,0,11,6,0,0,1,0,1,0,3,0,9,0,0,0,0,0,0,0,42,39,13,1,1,19,7,1,0,0,0,2,0,1,0,9,0,0,0,0,0,0,0,42,151,5,8,11,0,0,103,1,0,0,0,0,0,0,0,42,166,4,7,13,0,0,104,0,0,0,0,0
189,3403,196,2017/9/1,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28.03,79.33,0.18,1,1,0,0,2,5,205,30,28,10,2,1,14,10,0,1,0,1,1,0,0,1,5,0,0,0,0,0,1,0,33,30,5,0,0,8,11,1,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,33,137,2,8,6,0,0,92,0,0,0,0,0,0,0,0,34,112,4,3,7,0,0,78,0,0,0,0
190,6168,198,2017/9/2,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.84,76.67,0.06,1,1,0,0,2,10,234,45,42,21,2,0,23,6,0,0,1,0,2,0,0,1,13,0,0,0,0,0,0,0,37,30,5,2,0,10,7,0,0,0,0,7,0,0,2,8,0,0,0,0,0,0,0,37,154,2,10,8,0,0,95,0,0,0,0,0,0,0,0,49,179,10,11,6,0,0,119,1,0,0,0
191,6656,197,2017/9/2,ÊæÑÊ?Êπ?0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28.38,80.57,0.04,2,2,1,1,13,4,237,32,29,8,1,0,12,1,0,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,54,46,19,6,0,31,9,1,0,0,0,8,0,0,1,14,0,0,0,0,0,0,0,54,216,11,13,5,0,0,117,1,0,0,0,0,0,0,0,40,166,2,13,12,0,0,94,0,1,0,0,0
192,3578,199,2017/9/3,ÊæÑÊ?Êπ?0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28.98,76.83,0.17,1,0,1,1,2,8,205,31,29,12,1,0,16,4,0,1,0,0,1,0,1,2,6,0,0,0,0,0,1,0,30,29,7,1,0,11,13,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,33,132,2,6,7,0,0,97,0,0,0,0,0,0,0,0,39,156,8,7,11,0,1,94,0,0,0,0,0
193,4681,200,2017/9/3,?∞Â?,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.34,70.62,0.22,0,0,0,1,1,4,189,36,33,10,2,0,12,7,0,0,1,0,1,1,0,1,8,0,0,0,0,0,0,0,34,33,6,1,1,9,6,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,34,119,0,16,5,0,0,81,0,0,0,0,0,0,0,0,36,132,4,6,11,0,0,85,1,0,0,0
194,5020,201,2017/9/5,?≤Ê?,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28.91,80.88,0,1,1,1,0,5,4,220,31,29,8,2,0,13,5,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,39,37,13,1,2,21,5,0,0,0,0,2,0,0,3,7,0,0,0,0,0,0,0,39,167,5,7,12,0,0,102,0,0,0,0,0,0,0,0,40,149,3,12,7,0,0,99,1,0,0,0
195,3015,202,2017/9/6,?âÁæ©Â∏?0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29.43,79.25,0,1,0,1,1,8,6,183,42,35,11,4,0,18,6,0,1,1,2,2,1,1,2,6,0,0,0,0,0,1,0,45,43,14,4,0,21,7,1,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,45,146,7,12,10,0,1,94,2,0,0,0,0,0,0,0,42,141,6,6,15,0,1,84,0,0,0,0,0
196,2259,203,2017/9/7,ÊæÑÊ?Êπ?0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28.8,78.62,0.35,1,0,0,0,7,6,232,36,30,9,1,1,12,6,1,1,0,1,2,1,2,0,7,0,0,0,0,0,1,0,42,32,8,2,0,13,10,0,1,0,1,7,0,2,1,8,0,0,0,0,0,1,0,42,165,7,11,4,0,1,95,2,0,0,0,0,0,0,0,41,163,6,10,8,0,0,105,0,0,0,0,0
197,5119,205,2017/9/8,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28.74,82.29,0,0,0,1,1,2,3,176,35,29,8,2,0,13,7,0,0,1,1,3,1,0,1,8,0,0,0,0,0,0,0,35,30,6,1,0,7,6,1,2,1,0,4,0,0,0,6,0,0,0,0,0,2,1,35,123,1,13,6,0,0,75,0,0,0,0,0,0,0,0,35,126,2,8,8,0,0,78,0,0,0,0
198,3008,206,2017/9/8,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,78.17,0,0,0,2,1,3,4,250,39,35,6,1,0,13,8,3,0,0,0,4,0,0,1,5,0,0,0,0,0,0,0,38,33,5,1,0,6,11,0,0,0,1,4,0,0,0,8,0,0,0,0,0,0,0,46,185,1,11,12,0,1,112,0,0,0,0,0,0,0,0,43,175,4,12,11,0,1,106,0,0,0,0
199,17112,207,2017/9/9,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28.08,83.58,0,2,1,0,1,3,6,196,39,29,11,0,0,11,6,0,0,3,0,4,1,2,2,9,0,0,0,0,0,0,0,35,33,6,1,0,13,8,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,35,130,3,13,6,0,0,83,0,0,0,0,0,0,0,0,39,148,5,6,9,0,1,82,0,0,0,0
200,5359,208,2017/9/9,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.62,74.17,0,2,0,0,2,10,4,195,30,28,6,1,0,7,7,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,37,33,11,0,1,19,5,0,1,0,0,4,0,0,0,4,0,0,0,0,0,1,0,42,168,8,7,12,0,0,113,0,0,0,0,0,0,0,0,34,124,4,7,10,0,0,85,0,0,0,0
201,5537,210,2017/9/10,?∞Â?,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.92,70.88,0,0,1,0,2,3,1,218,34,26,3,1,0,4,8,0,0,0,0,6,0,1,1,8,0,0,0,0,0,0,0,34,29,8,0,0,8,7,1,1,1,1,2,1,0,1,7,0,0,0,0,0,1,0,38,148,1,10,9,0,0,92,1,1,0,0,0,0,0,0,38,168,1,9,8,0,0,95,0,0,0,0
202,10453,209,2017/9/10,Ê°ÉÂ?,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28.5,81.62,0,2,1,2,1,12,2,197,32,31,4,0,0,10,7,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,48,42,14,4,0,24,8,1,0,0,0,5,0,1,0,9,0,0,0,0,0,0,0,48,169,12,14,6,0,0,111,0,0,0,0,0,0,0,0,33,136,2,13,8,0,0,84,0,0,0,0
203,3116,211,2017/9/12,?∞Ë?,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30.4,66.17,0,1,2,2,2,6,7,208,41,34,12,2,0,20,8,2,1,2,1,3,0,1,0,10,0,0,0,0,0,1,0,38,35,12,1,0,16,11,0,0,0,0,3,0,0,2,8,0,0,0,0,0,0,0,41,159,4,3,12,0,0,102,1,0,0,0,0,0,0,0,41,149,5,8,9,0,0,93,0,0,0,0
204,3078,212,2017/9/13,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26.62,83.29,0.23,1,4,1,1,4,5,236,42,32,5,1,0,9,6,3,0,0,2,5,2,1,0,9,0,0,0,0,0,0,0,42,35,8,0,0,11,7,0,2,0,0,7,0,0,2,7,0,0,0,0,0,2,0,42,154,3,8,12,0,1,92,0,0,0,0,0,0,0,0,42,180,2,12,11,0,0,111,1,0,0,0
205,2886,213,2017/9/14,?∞Ë?,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.65,72.67,0.2,2,1,1,1,14,3,185,35,33,7,1,0,11,9,0,1,0,1,1,0,0,0,5,0,0,0,0,0,1,1,35,33,12,5,1,25,6,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,45,175,14,8,11,0,0,116,0,0,0,0,0,0,0,0,35,134,3,10,8,0,0,85,0,0,0,0
206,3426,214,2017/9/14,Ê°ÉÂ?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26.48,75.92,0.04,1,0,3,0,3,7,195,32,31,11,0,0,20,9,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,32,29,6,2,0,11,6,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,0,36,140,3,8,9,0,0,88,0,0,0,0,0,0,0,0,36,142,7,10,3,0,0,95,0,0,0,0
207,4008,215,2017/9/15,Â§©Ê?,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27.98,69.74,0,3,0,2,0,3,4,194,33,32,9,3,0,18,5,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,36,32,7,2,0,18,11,1,1,0,0,4,0,0,1,6,0,0,0,0,0,1,0,38,166,3,6,8,0,0,106,0,0,0,0,0,0,0,0,33,117,4,7,11,0,0,77,0,0,0,0
208,4516,216,2017/9/15,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29.65,57.21,0,0,0,1,2,7,8,223,33,28,10,1,1,16,6,1,3,1,0,3,0,1,0,4,0,0,0,0,0,3,1,41,34,12,3,0,15,4,1,0,1,1,4,0,1,2,12,0,0,0,0,0,0,0,46,166,4,7,16,0,0,113,0,0,0,0,0,0,0,0,37,132,8,7,8,0,2,78,0,0,0,0
209,8550,218,2017/9/16,?∞Ë?,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29.01,59.52,0,1,2,2,1,1,5,195,29,23,3,0,0,3,7,1,0,0,0,5,0,1,0,8,0,0,0,0,0,0,0,32,31,6,2,0,11,8,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,36,126,1,9,9,0,0,88,1,0,0,0,0,0,0,0,37,149,5,8,7,0,0,93,1,0,0,0
210,10000,217,2017/9/16,Â§©Ê?,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28.45,67.08,0,2,0,0,1,7,0,194,34,32,5,1,0,6,16,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,39,34,12,4,0,22,7,0,0,0,0,4,0,1,2,9,0,0,0,0,0,0,0,44,170,7,8,8,0,0,100,0,0,0,0,0,0,0,0,34,151,0,7,4,0,0,103,0,0,0,0
211,4381,220,2017/9/17,Â§©Ê?,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26.76,65.35,0,0,0,0,1,1,0,179,24,22,4,1,0,5,9,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,33,29,6,1,0,7,10,0,2,2,0,2,0,0,0,6,0,0,0,0,0,2,0,34,143,1,9,7,0,0,85,0,0,0,0,0,0,0,0,33,126,0,6,8,0,0,86,0,0,0,0
212,8597,219,2017/9/17,?∞Ë?,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27.47,61.54,0,0,3,1,1,2,15,235,45,38,19,2,0,24,7,0,0,0,2,5,0,0,1,6,0,0,0,0,0,0,0,37,32,8,1,0,9,9,0,1,0,2,1,1,1,1,8,0,0,0,0,0,1,0,37,159,2,6,11,0,0,103,0,0,0,0,0,0,0,0,45,175,12,10,4,0,0,109,3,0,0,0
213,3625,221,2017/9/19,?∞Ë?,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.15,61.88,0,0,3,0,0,3,2,199,23,22,4,0,0,4,5,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,45,40,15,3,0,18,6,1,0,0,0,5,0,0,2,15,0,0,0,0,0,0,0,45,193,3,13,6,0,0,117,2,0,0,0,0,0,0,0,31,124,1,3,16,0,0,84,0,0,0,0
