,BOX_OFFICE,BOX_OFFICE(prob),DATE,HOST_LAMIGO桃猿,HOST_中信兄弟,HOST_富邦悍將,HOST_統一7-ELEVEn獅,CLIENT_LAMIGO桃猿,CLIENT_中信兄弟,CLIENT_富邦悍將,CLIENT_統一7-ELEVEn獅,Fri,Sat,Sun,Thu,Tue,Wed,Previous_CLIENT_HR,Previous_CLIENT_ERR,Previous_HOST_HR,Previous_HOST_ERR,Previous_CLIENT_SCORE,Previous_HOST_SCORE,Previous_TIME,Previous_HOST_H,Previous_HOST_SO,Previous_HOST_SB,Previous_HOST_BB,Previous_CLIENT_H,Previous_CLIENT_SO,Previous_CLIENT_SB,Previous_CLIENT_BB,Stadium
316,8033,0.6611522633744856,2018-05-19,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,13,215,15,5,0,5,7,9,0,2,新莊
317,7082,0.7082,2018-05-20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,6,4,211,9,3,1,2,15,11,1,2,天母
318,5222,0.42979423868312755,2018-05-20,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,1,1,9,5,234,12,4,2,6,9,7,3,7,新莊
319,2822,0.1411,2018-05-22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,4,5,224,13,7,0,1,11,5,1,5,洲際
320,4015,0.3304526748971193,2018-05-23,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,4,1,185,6,8,1,2,8,9,4,3,新莊
321,3113,0.15565,2018-05-24,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,2,189,7,8,0,5,4,8,0,0,洲際
322,3575,0.294238683127572,2018-05-24,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,4,5,202,10,8,0,3,7,5,0,4,新莊
323,4080,0.34,2018-05-25,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,1,8,7,210,16,6,1,0,10,6,1,2,台南
324,4331,0.21655,2018-05-25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,11,8,245,12,9,0,2,10,2,0,6,洲際
325,6690,0.5575,2018-05-26,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,12,2,210,6,8,1,3,15,16,2,1,台南
326,8083,0.40415,2018-05-26,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,6,188,9,9,0,3,6,10,1,0,洲際
327,5048,0.4206666666666667,2018-05-27,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,3,7,4,202,8,5,2,4,15,5,0,2,台南
328,4552,0.2276,2018-05-27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,5,8,221,11,5,1,3,6,4,0,3,洲際
329,4034,0.2017,2018-05-29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,9,4,220,10,9,2,3,9,5,1,4,桃園
330,3318,0.2765,2018-05-30,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,6,190,10,4,1,0,7,5,0,4,台南
331,4017,0.33475,2018-05-31,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,2,0,2,8,6,219,13,10,1,4,10,9,1,6,台南
332,4023,0.20115,2018-05-31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,2,3,9,216,9,9,3,2,8,11,1,1,桃園
333,6915,0.34575,2018-06-01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,6,5,224,12,3,1,2,12,6,0,3,桃園
334,6543,0.5385185185185185,2018-06-01,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,3,5,2,256,11,11,0,4,10,9,1,7,新莊
335,10132,0.8339094650205762,2018-06-02,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,3,8,216,11,8,1,7,10,9,0,1,新莊
336,14834,0.7417,2018-06-02,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,2,4,189,8,6,0,1,6,6,1,0,桃園
337,5681,0.46757201646090535,2018-06-03,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,9,10,267,16,5,3,4,12,8,2,5,新莊
338,10183,0.50915,2018-06-03,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,180,7,8,0,2,14,5,0,2,桃園
339,2868,0.1434,2018-06-05,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,8,226,18,2,0,5,9,6,0,3,洲際
340,2953,0.14765,2018-06-07,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,4,9,220,13,4,1,2,9,8,0,3,洲際
341,3018,0.24839506172839507,2018-06-07,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,9,6,207,11,7,0,3,15,5,0,0,新莊
342,5479,0.45094650205761316,2018-06-08,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,3,10,7,234,9,11,1,2,13,7,1,3,新莊
343,3092,0.1546,2018-06-08,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,4,193,9,6,0,4,6,6,0,5,洲際
344,6836,0.3418,2018-06-09,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,4,5,225,11,7,0,1,8,10,1,2,洲際
345,8502,0.6997530864197531,2018-06-09,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,5,195,9,2,2,1,7,6,0,1,新莊
346,4545,0.22725,2018-06-10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,11,192,17,7,1,7,0,7,0,6,洲際
347,5058,0.4162962962962963,2018-06-10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,2,8,6,223,13,7,0,2,10,5,1,5,新莊
348,2949,0.14745,2018-06-12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,12,1,205,4,8,0,2,14,1,1,2,洲際
349,3680,0.184,2018-06-13,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,4,1,2,4,9,209,11,9,0,2,8,6,0,1,澄清湖
350,2870,0.1435,2018-06-14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,6,5,212,6,7,1,3,8,9,0,5,洲際
351,3208,0.1604,2018-06-15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,3,182,6,13,1,0,8,10,0,0,澄清湖
352,11769,0.58845,2018-06-16,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,12,1,197,5,7,0,2,14,5,0,3,桃園
353,14889,0.74445,2018-06-17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,3,6,7,269,13,6,1,2,10,7,1,6,桃園
354,4207,0.21035,2018-06-19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,3,10,179,9,5,0,2,6,8,0,3,桃園
355,3150,0.25925925925925924,2018-06-19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,183,7,7,0,2,3,7,0,1,新莊
356,3069,0.15345,2018-06-21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,3,3,5,9,214,14,5,0,3,11,8,1,6,澄清湖
357,4039,0.20195,2018-06-23,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,4,170,12,3,1,0,2,9,0,0,澄清湖
358,3688,0.1844,2018-06-24,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,3,9,12,282,12,10,2,7,14,13,1,2,澄清湖
359,3709,0.18545,2018-07-12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,2,10,173,11,7,1,4,4,2,0,2,桃園
360,3278,0.2697942386831276,2018-07-12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,1,3,5,243,7,3,2,6,11,9,1,1,新莊
361,3028,0.24921810699588479,2018-07-13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,8,206,9,6,1,3,10,7,0,1,新莊
362,7134,0.3567,2018-07-13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,260,6,17,1,3,6,10,1,2,桃園
363,6022,0.49563786008230454,2018-07-14,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,3,10,2,187,5,7,0,2,13,7,0,1,新莊
364,11068,0.5534,2018-07-14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,150,5,8,0,2,5,7,0,2,桃園
365,6848,0.3424,2018-07-15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,8,4,209,10,6,0,1,11,8,1,3,桃園
366,4228,0.3479835390946502,2018-07-15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,5,6,231,7,6,1,3,15,8,0,2,新莊
367,3384,0.1692,2018-07-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,7,5,249,11,9,2,4,12,6,0,3,洲際
368,3032,0.1516,2018-07-18,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,2,6,8,210,15,6,1,5,5,4,0,0,澄清湖
369,3341,0.16705,2018-07-19,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,4,5,222,13,4,2,3,7,4,0,2,洲際
370,8622,0.7096296296296296,2018-07-20,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,4,6,197,7,6,0,0,5,4,1,6,新莊
371,3337,0.16685,2018-07-20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,7,6,217,12,7,1,0,9,1,0,6,洲際
372,8027,0.40135,2018-07-21,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1,0,5,3,211,10,7,1,3,7,4,1,0,洲際
373,3643,0.2998353909465021,2018-07-22,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,4,174,7,5,3,0,7,10,0,2,新莊
374,2883,0.23728395061728394,2018-07-24,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,10,0,196,1,6,0,1,9,5,1,2,新莊
375,3278,0.1639,2018-07-25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,6,1,191,7,2,0,0,10,10,0,1,洲際
376,3201,0.16005,2018-07-26,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,11,6,201,12,5,0,1,10,8,2,3,洲際
377,3072,0.2528395061728395,2018-07-26,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,5,201,9,9,1,3,7,4,0,2,新莊
378,6316,0.3158,2018-07-27,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,162,6,3,0,2,3,9,0,2,桃園
379,8840,0.7275720164609053,2018-07-27,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,1,1,15,8,221,10,6,1,2,16,4,1,2,新莊
380,8048,0.6623868312757202,2018-07-28,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,2,1,3,6,210,12,2,0,4,7,7,0,2,新莊
381,11114,0.5557,2018-07-28,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,6,3,226,5,9,0,0,12,4,1,6,桃園
382,5507,0.45325102880658436,2018-07-29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,240,4,10,0,9,7,5,2,5,新莊
383,6513,0.32565,2018-07-29,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,192,7,3,0,1,6,6,0,1,桃園
384,4637,0.23185,2018-07-31,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,5,9,227,16,4,0,1,7,8,1,1,桃園
385,4033,0.33608333333333335,2018-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,5,7,4,236,12,6,0,2,12,8,1,3,台南
386,5117,0.25585,2018-08-02,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3,6,195,8,4,0,2,8,8,0,3,桃園
387,3035,0.2529166666666667,2018-08-02,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,1,0,5,15,6,236,10,8,0,2,19,6,0,3,台南
388,4062,0.3385,2018-08-03,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,2,9,6,252,7,9,2,7,18,1,2,4,台南
389,3584,0.1792,2018-08-03,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3,8,4,214,6,7,0,1,7,4,4,4,洲際
390,6158,0.5131666666666667,2018-08-04,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,10,196,16,3,1,5,11,9,0,1,台南
391,8133,0.40665,2018-08-04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,4,214,13,4,0,1,5,8,0,3,洲際
392,4189,0.34908333333333336,2018-08-05,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,225,10,5,0,1,7,4,0,3,台南
393,4068,0.2034,2018-08-05,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,3,203,4,5,0,2,5,11,0,4,洲際
394,3187,0.15935,2018-08-07,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,5,2,205,10,6,0,1,9,5,0,2,洲際
395,3233,0.26609053497942387,2018-08-08,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,2,0,0,5,7,176,11,6,1,2,12,3,0,1,新莊
396,3128,0.2574485596707819,2018-08-09,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,224,7,3,0,3,8,6,1,0,新莊
397,3186,0.1593,2018-08-09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,5,1,201,9,3,0,4,7,6,0,6,洲際
398,4293,0.21465,2018-08-10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,16,14,283,17,9,2,4,16,8,4,6,洲際
399,5692,0.468477366255144,2018-08-10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,14,6,266,11,5,0,5,19,4,2,4,新莊
400,11156,0.9181893004115226,2018-08-11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,180,9,10,1,1,6,5,0,3,新莊
401,8831,0.44155,2018-08-11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,0,10,6,220,9,6,0,1,13,3,1,3,洲際
402,5074,0.2537,2018-08-12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,13,7,250,18,3,2,2,14,6,1,4,洲際
403,5139,0.422962962962963,2018-08-12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,1,1,14,5,249,11,8,0,5,18,5,0,5,新莊
404,4748,0.2374,2018-08-15,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,4,199,10,6,0,1,6,3,0,2,桃園
405,3898,0.3208230452674897,2018-08-16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,4,11,7,240,12,8,1,3,11,4,0,4,新莊
406,4019,0.20095,2018-08-16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,2,6,4,235,7,4,2,0,15,4,1,2,桃園
407,14134,0.7067,2018-08-18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,5,7,222,6,8,0,4,9,7,1,1,桃園
408,6059,0.6059,2018-08-18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,3,6,10,253,15,6,0,1,7,8,0,5,天母
409,3112,0.3112,2018-08-19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,6,4,188,9,2,0,2,9,6,0,2,天母
410,3065,0.2522633744855967,2018-08-22,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,5,3,177,5,8,0,6,11,4,1,3,新莊
411,2931,0.24123456790123457,2018-08-23,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,13,207,18,7,1,4,7,5,2,2,新莊
412,4508,0.37102880658436216,2018-08-24,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,3,6,211,9,8,4,3,8,8,0,2,新莊
413,6076,0.500082304526749,2018-08-25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5,3,198,5,7,0,3,9,8,1,0,新莊
414,2991,0.14955,2018-08-25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8,5,190,11,6,0,2,11,1,0,1,澄清湖
415,5387,0.26935,2018-08-25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,4,177,10,5,0,2,4,10,0,1,澄清湖
416,3547,0.2919341563786008,2018-08-26,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,3,0,3,5,7,215,12,3,4,4,8,7,0,3,新莊
417,4339,0.21695,2018-08-26,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,7,9,219,8,1,1,4,8,2,1,3,澄清湖
418,2973,0.14865,2018-08-29,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,1,14,181,15,7,0,5,5,7,0,1,洲際
419,2903,0.14515,2018-08-30,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,9,0,187,2,11,0,3,13,4,0,6,洲際
420,7134,0.3567,2018-08-31,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,6,3,231,8,7,1,5,10,2,0,3,桃園
421,3028,0.1514,2018-08-31,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,181,6,5,0,5,8,9,1,2,澄清湖
422,15103,0.75515,2018-09-01,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,4,5,201,8,10,1,1,11,8,0,3,桃園
423,4087,0.20435,2018-09-01,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4,204,9,6,0,2,6,4,0,4,澄清湖
424,10295,0.51475,2018-09-02,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,11,2,194,9,9,0,0,13,4,1,4,桃園
425,3528,0.1764,2018-09-02,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,10,183,16,3,1,3,5,6,0,2,澄清湖
426,3019,0.2515833333333333,2018-09-04,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,2,5,13,223,17,3,0,2,8,2,0,1,台南
427,3143,0.15715,2018-09-05,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,6,2,203,7,9,1,4,7,4,0,2,桃園
428,3076,0.1538,2018-09-06,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,9,150,14,6,1,0,4,8,0,1,桃園
429,3029,0.2524166666666667,2018-09-06,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,5,180,8,8,1,1,6,1,1,3,台南
430,4718,0.2359,2018-09-07,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,3,216,7,9,3,5,14,8,2,2,桃園
431,6531,0.5375308641975308,2018-09-07,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,2,257,6,6,0,3,15,8,1,2,新莊
432,8550,0.7037037037037037,2018-09-09,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,4,0,0,14,10,334,15,8,0,1,23,11,1,1,新莊
433,2871,0.2362962962962963,2018-09-11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,182,5,5,0,1,9,7,0,1,新莊
434,2917,0.14585,2018-09-12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,1,199,7,5,1,1,12,5,0,3,洲際
435,3066,0.1533,2018-09-13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,5,6,212,12,7,2,0,7,9,4,3,洲際
436,3033,0.24962962962962962,2018-09-13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,168,13,6,1,2,3,10,0,2,新莊
437,3069,0.15345,2018-09-14,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,5,2,178,4,6,1,1,9,5,0,4,澄清湖
438,3851,0.3851,2018-09-14,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,4,7,192,5,4,0,1,10,12,2,4,天母
439,3122,0.1561,2018-09-15,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,4,16,1,228,7,8,0,2,19,3,4,6,澄清湖
440,8294,0.8294,2018-09-15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,4,11,6,234,12,11,3,2,15,4,0,3,天母
441,3366,0.1683,2018-09-16,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,8,3,203,10,9,0,1,12,2,0,2,澄清湖
442,5866,0.5866,2018-09-16,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,164,3,7,2,2,6,4,0,0,天母
443,3128,0.26066666666666666,2018-09-18,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,11,3,243,8,6,0,3,18,3,1,3,台南
444,3878,0.1939,2018-09-19,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,2,7,9,210,15,5,3,0,11,6,1,3,桃園
445,3055,0.25458333333333333,2018-09-20,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1,5,186,12,3,0,0,8,5,0,2,台南
446,3835,0.19175,2018-09-20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,6,8,245,10,7,0,6,10,8,0,4,桃園
447,5166,0.2583,2018-09-21,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,189,10,6,0,0,5,4,1,2,桃園
448,3669,0.30575,2018-09-21,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,6,215,9,5,1,6,12,6,0,3,台南
449,10113,0.50565,2018-09-22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,4,5,191,7,7,0,2,10,8,1,3,桃園
450,7156,0.5963333333333334,2018-09-22,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,5,4,206,8,8,0,4,13,2,0,2,台南
451,7834,0.3917,2018-09-23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,10,202,16,6,0,2,1,6,0,2,桃園
452,4681,0.39008333333333334,2018-09-23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,1,3,5,239,10,5,0,1,12,9,1,4,台南
453,3689,0.18445,2018-09-25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,1,2,4,208,9,4,1,0,6,5,0,3,桃園
454,3042,0.25037037037037035,2018-09-26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,3,4,193,7,4,0,2,9,4,1,2,新莊
455,4088,0.2044,2018-09-27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,4,5,191,6,3,1,2,10,6,1,4,桃園
456,2921,0.24041152263374485,2018-09-27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,7,205,9,5,0,4,6,5,0,2,新莊
457,3339,0.16695,2018-09-28,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,7,5,215,12,8,1,0,13,4,2,6,洲際
458,4791,0.394320987654321,2018-09-29,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,4,2,206,8,10,0,3,7,4,2,3,新莊
459,8820,0.441,2018-09-29,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,169,6,6,0,5,0,10,0,1,洲際
460,5005,0.4119341563786008,2018-09-30,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,3,180,10,3,1,1,8,9,2,2,新莊
461,5079,0.25395,2018-09-30,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,6,183,11,5,1,3,2,6,0,1,洲際
462,4613,0.37967078189300413,2018-09-30,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,0,1,6,11,232,14,3,0,3,9,3,1,0,新莊
463,3002,0.25016666666666665,2018-10-02,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,5,4,198,9,4,2,3,11,7,0,3,台南
464,4433,0.22165,2018-10-02,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,1,10,179,11,5,1,4,2,7,0,4,桃園
465,2980,0.149,2018-10-03,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,4,5,194,6,4,0,3,8,2,0,4,澄清湖
466,3618,0.29777777777777775,2018-10-04,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,4,13,223,10,6,1,6,9,8,0,3,新莊
467,4025,0.20125,2018-10-04,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,7,6,218,5,5,0,1,12,4,1,2,澄清湖
468,10204,0.5102,2018-10-05,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,2,5,166,6,8,0,2,6,6,0,2,桃園
469,4810,0.3958847736625514,2018-10-06,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,3,2,0,5,8,192,13,5,0,3,6,6,0,5,新莊
470,4766,0.2383,2018-10-06,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,5,11,209,12,5,0,1,12,9,0,2,洲際
471,7235,0.36175,2018-10-07,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,137,5,4,0,3,0,8,0,0,桃園
472,6126,0.5105,2018-10-07,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,10,6,214,16,8,0,2,12,7,0,2,台南
473,3606,0.1803,2018-10-09,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,5,7,181,6,3,0,4,6,5,0,1,洲際
474,3028,0.1514,2018-10-11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,4,5,194,8,3,1,2,8,6,2,3,洲際
475,2996,0.1498,2018-10-12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,197,11,9,0,4,9,8,0,2,澄清湖
476,9137,0.45685,2018-10-13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,16,10,225,13,6,0,1,20,5,0,4,桃園
477,6310,0.5193415637860083,2018-10-13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,13,214,20,5,0,3,8,7,0,3,新莊
478,8511,0.42555,2018-10-14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,5,6,206,11,10,0,1,12,10,2,1,桃園
479,13591,0.67955,2019-03-23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6,5,188,14,6,0,1,10,6,0,2,桃園
480,8141,0.40705,2019-03-24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,6,217,13,5,0,4,6,11,0,3,桃園
481,5128,0.42733333333333334,2019-03-24,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,2,203,6,2,2,3,9,6,1,2,台南
482,7689,0.38445,2019-03-26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,172,5,10,0,0,4,7,1,4,洲際
483,3252,0.1626,2019-03-27,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,4,3,297,9,12,1,6,13,4,1,4,洲際
484,3008,0.25066666666666665,2019-03-28,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,0,6,7,223,10,7,0,2,12,2,0,4,台南
